"date","accident_count","WTR_moonPhase","WTR_temperatureMin","WTR_temperatureMax","WTR_apparentTemperatureMin","WTR_apparentTemperatureMax","WTR_dewPoint","WTR_humidity","WTR_windSpeed","WTR_windBearing","WTR_visibility","WTR_cloudCover","WTR_pressure"
2005-01-01,1,0.68,33.4,49.79,21.81,43.5,34.61,0.88,19.79,246,7.07,1005.55,1104537600
2005-01-02,1,0.71,36.53,44.35,26.71,37.58,34.23,0.82,16.55,271,8.04,0.57,1013.67
2005-01-04,0,0.78,40.34,50.85,31.85,50.85,39.65,0.83,18.89,230,7.72,0.69,1009.68
2005-01-06,1,0.85,39.41,50.93,31.98,50.93,42.66,0.88,22.86,213,6.23,0.7,1011.1
2005-01-08,1,0.92,39.13,50.4,26.27,50.4,37.02,0.79,29.72,237,7.09,995.3,1105142400
2005-01-09,0,0.96,38.77,54.27,29.91,54.27,42.32,0.85,19.64,221,7.8,0.61,1000.17
2005-01-10,1,0.01,43.07,52.97,35.915,52.97,41.435,0.81,20.84,233,7.685,0.44,994.845
2005-01-12,0,0.08,36.825,42.64,23.765,33.005,33.32,0.81,24.31,239,7.805,0.54,1002.64
2005-01-14,1,0.15,26.56,45.13,26.56,40.86,34.5,0.82,5.61,195,8.77,0.63,1018.66
2005-01-15,0,0.19,45.48,53.86,40.18,53.86,46.54,0.86,14.41,181,6.87,0.81,1012.22
2005-01-17,1,0.25,32.58,47.6,24.72,39.86,36.36,0.86,17.28,240,7.5,0.61,995
2005-01-18,0,0.29,31.75,39.67,21.13,29.94,30.94,0.84,16.18,254,8.41,0.44,987.3
2005-01-22,0,0.41,25.22,34.25,24.51,30.06,27.19,0.9,3.21,29,7.46,0.42,1022.09
2005-01-23,0,0.44,25.38,40.31,20,35.74,28.52,0.81,4.94,300,8.53,0.54,1033.49
2005-01-27,1,0.56,31.32,45.85,28.13,42.4,34.26,0.87,3.49,300,8.04,0.38,1032.56
2005-01-29,1,0.62,34.56,48.315,30.845,45.455,37.515,0.87,7.615,295.5,8.805,0.34,1029.75
2005-01-30,2,0.66,39.35,47.926,35.656,42.136,39.768,0.82,11.746,266.6,8.472,0.578,1030.88
2005-02-03,1,0.8,44.8,49.11,37.66,44.16,43.07,0.86,10.77,236,8.21,0.76,1032.46
2005-02-04,0,0.83,44,47.29,36.96,40.91,43.39,0.92,16.26,203,5.39,0.81,1019.23
2005-02-05,1,0.87,36.025,42.845,31.88,39.325,36.86,0.9,2.76,260,8.91,0.715,1013.82
2005-02-09,1,0.03,43.87,47.77,36.53,40.39,43.12,0.89,18.68,222,6.4,0.8,1011.23
2005-02-10,1,0.06,38.92,45.19,30.17,37.95,34.88,0.77,15.07,264,8.19,0.5,1012.42
2005-02-11,1,0.1,34.63,42.53,31.56,37.59,36.18,0.9,2.73,97,6.1,0.74,1013.74
2005-02-15,1,0.23,28.28,45.24,22.19,45.24,27.7,0.74,3.11,244,8.55,0.45,1028.72
2005-02-17,2,0.3,33.04,47.475,28.68,43.975,36.505,0.82,6.21,259,8.54,0.475,1025.72
2005-02-18,1,0.33,36.475,46.745,27.76,40.295,33.135,0.71,13.77,277.5,9.055,0.515,1016.435
2005-02-21,0,0.41,29.88,39.1,22.46,31.56,28.81,0.8,8.42,42,8.41,0.55,1019.47
2005-02-22,0,0.44,31.52,40.62,24.76,35.01,30.49,0.8,7.6,40,7.68,0.5,1025.89
2005-02-23,1,0.47,31.97,35.33,23.95,26.36,28.3,0.81,9.04,90,8.02,0.75,1027.94
2005-02-24,1,0.51,27.615,35.105,15.785,25.68,26.4,0.815,13.555,57.5,8.805,515.16,554602113.045
2005-02-28,2,0.64,36.175,43.715,30.53,38.165,33.03,0.79,7.455,250.5,8.25,0.82,1019.2
2005-03-01,1,0.67,33.61,41.99,26.26,35.62,31.53,0.8,6.11,353,8.04,0.67,1004.23
2005-03-02,1,0.71,30.02,39.25,24.99,30.7,29.39,0.83,4.73,7,8.2,0.5,1010.21
2005-03-03,1,0.75,26.43,44.35,23.15,37.25,30.09,0.78,6.21,257,8.24,0.55,1018.94
2005-03-04,1,0.78,33.9,41.44,22.93,34.94,30.21,0.76,17.8,320,7.6,0.49,1009.21
2005-03-06,1,0.86,27.77,45.1,23.45,41.61,31.815,0.825,2.935,270,8.105,0.4,1030.62
2005-03-07,2,0.9,36.51,44.9,30.79,39.31,35.71,0.825,9.46,297.5,9.01,0.665,1029.83
2005-03-08,1,0.93,27.45,50.28,24.98,50.28,31.82,0.79,4.31,304,8.5,0.24,1032.09
2005-03-10,0,0.01,34.015,47.585,29.395,41.945,35.735,0.795,10.85,263.5,7.845,0.645,1024.79
2005-03-11,2,0.04,35.145,45.36,24.735,37.005,33.695,0.765,21.295,295.5,7.555,0.68,1007.7
2005-03-12,0,0.08,33.25,44.33,23.45,37.13,27.38,0.67,12.46,297,8.71,0.4,1009.35
2005-03-15,2,0.18,36.905,53.135,33.925,53.135,42.53,0.92,9.96,222,5.22,0.77,1002.5
2005-03-16,1,0.21,51.43,57.78,51.43,57.78,47.96,0.81,21.58,229,8.3,0.5,1001.31
2005-03-17,2,0.24,49.79,55.645,43.71,55.645,48.675,0.855,17.165,240.5,7.39,0.74,1011.56
2005-03-19,0,0.3,44.36,57.86,42.73,57.86,47.94,0.9,1.3,248,4.61,0.61,1024.74
2005-03-21,1,0.36,44.54,56.21,39.64,56.21,44.165,0.83,8.115,86.5,3.955,0.76,1007.07
2005-03-24,1,0.45,46.04,58.02,43.56,58.02,45.49,0.84,1.85,179,6.52,0.82,1009.72
2005-03-25,2,0.48,43.885,56.43,42.545,56.43,46.145,0.855,5.18,241.5,7.785,0.62,1013.125
2005-03-28,0,0.58,42.4,43.34,35.28,35.98,40.87,0.93,12.38,65,4.68,0.74,1014.19
2005-03-29,1,0.62,39.61,46.65,34.915,44.115,40.045,0.895,7.68,60.5,6.53,507.19,556025907.89
2005-03-30,1,0.66,40.87,42.76,33.45,37.66,39.71,0.92,9.29,113,3.33,0.99,1023.44
2005-03-31,0,0.69,41.99,47.75,37.08,42.88,41.06,0.86,8.24,72,3.38,0.74,1024.82
2005-04-01,1,0.73,47.02,49.86,42.88,45.32,44.97,0.89,8.27,167,2.87,0.98,1021.33
2005-04-02,2,0.77,44.805,57.475,43.485,57.475,46.28,0.835,2.205,107.5,7.025,0.59,1019.53
2005-04-05,1,0.88,38.71,49.76,29.07,44.31,37.76,0.79,13.1,220,8.79,0.72,1014.08
2005-04-06,1,0.92,35.92,48.595,29.935,44.645,37.345,0.795,12.85,223.5,8.035,0.705,994.225
2005-04-08,0,0.99,33.65,40.74,25.16,32.79,22.06,0.55,12.63,330,8.58,0.41,1015.46
2005-04-09,2,0.03,36.0733333333333,47.43,27.7666666666667,40.66,38.4133333333333,0.856666666666667,14.1666666666667,262,8.2,0.73,1019.64333333333
2005-04-10,1,0.06,43.55,53.35,38.87,53.35,42.33,0.78,12.76,254,8.63,0.72,1021.28
2005-04-11,0,0.09,45.8,58.23,39.01,58.23,41.89,0.7,19.05,241,8.62,0.63,1021.51
2005-04-13,1,0.16,34.625,50.365,29.495,50.365,36.9,0.785,5.945,206.5,8.71,0.525,1005.655
2005-04-15,1,0.22,38.32,50.34,34.39,50.34,32.42,0.64,10.99,19,7.87,0.53,1012.86
2005-04-16,1,0.25,37.78,46.98,28.97,42.07,38.56,0.87,5.85,56,5.91,0.82,1011.73
2005-04-18,0,0.31,42.45,49.68,34.98,45.77,42.44,0.9,5.43,77,7.63,990.49,1113778800
2005-04-19,2,0.34,39.6,50.625,35.42,48.96,37.695,0.775,4.29,70,8.675,0.585,1008.705
2005-04-20,2,0.37,39.3,49.825,33.79,44.31,37.965,0.78,11.72,70,9.015,0.635,1019.93
2005-04-21,1,0.4,35.2,56.7866666666667,30.8233333333333,56.7866666666667,36.42,0.706666666666667,5.74,83.6666666666667,7.93,0.483333333333333,1021.26
2005-04-22,1,0.43,41.7,51.31,34.77,51.31,39.17,0.79,11.63,71,6.56,0.6,1015.57
2005-04-24,0,0.5,36.59,50.93,31.05,50.93,35.6,0.73,8.41,69,7.57,0.5,1014.54
2005-04-26,0,0.57,43.38,47.06,37.76,41.09,42.43,0.9,13.62,101,4.01,0.83,1011.61
2005-04-27,3,0.61,43.3333333333333,54.3566666666667,39.5033333333333,54.3566666666667,42.0766666666667,0.826666666666667,4.74333333333333,247,6.4,0.66,1007.56
2005-04-29,1,0.68,45.17,58.185,38.245,58.185,40.035,0.67,16.32,230,9.13,0.41,1011.77
2005-04-30,0,0.72,43.91,57.69,39.28,57.69,40.6,0.69,3.95,239,8.84,0.52,1011.15
2005-05-01,0,0.76,47.04,55.94,43.95,55.94,48,0.9,2.91,118,5.75,0.62,1005.67
2005-05-02,1,0.79,48.66,59.42,44.39,59.42,49.02,0.84,8.64,189,7.52,0.7,1005
2005-05-06,1,0.94,42.58,51.89,37.07,51.89,37.85,0.71,11.01,273,9.75,0.72,1012.72
2005-05-07,0,0.65,39.53,50.84,33.4366666666667,48.6933333333333,36.96,0.743333333333333,13.39,288.666666666667,9.10333333333333,0.446666666666667,1011.13333333333
2005-05-11,0,0.1,34.93,54.74,34.93,54.74,35.85,0.7,0.51,47,8.02,0.65,1024.96
2005-05-13,1,0.16,38.82,55.17,38.82,55.17,41.83,0.81,7.97,60,7.57,0.44,1028.14
2005-05-14,1,0.19,35.86,60.9,32.17,60.9,37.04,0.64,4.55,65,8.53,0.42,1024.75
2005-05-16,2,0.25,40.89,49.01,34.605,45.97,34.33,0.665,11.9,189.5,8.57,0.695,1019.695
2005-05-19,1,0.35,44.4,55.0866666666667,39.1,55.0866666666667,45.6933333333333,0.89,4.42,109,5.47666666666667,0.753333333333333,1008.75666666667
2005-05-25,1,0.56,41.97,52.87,34.92,52.87,44.94,0.93,17.47,207,6.84,0.97,1008.85
2005-05-28,1,0.67,45.83,55.57,39.055,55.57,46.685,0.88,6.47,162.5,6.095,0.77,1004.45
2005-05-29,0,0.71,43.14,55.43,39.26,55.43,42.32,0.75,12.23,260,8.34,0.62,1015.81
2005-05-30,0,0.75,37.41,58.38,35.29,58.38,39.41,0.72,6.69,285,8.5,0.42,1022.23
2005-06-01,1,0.82,45.105,52.705,41.035,50.115,46.37,0.905,6.765,152,6.185,0.835,1016.07
2005-06-03,1,0.89,51.26,60.71,51.26,60.71,50.45,0.84,8.76,220,8.03,0.77,1003.82
2005-06-04,1,0.92,47.85,61,45.56,61,49.8,0.87,5.19,250,7.79,0.71,1005.23
2005-06-05,0,0.96,50.26,57.58,50.26,57.58,48.88,0.86,6.26,66,7.47,0.84,1015.24
2005-06-07,1,0.02,41.76,63.41,41.76,63.41,45.3833333333333,0.723333333333333,5.97,207.333333333333,8.8,0.56,1034.54
2005-06-12,0,0.17,45.67,55.31,40.5,55.31,39.02,0.68,9.01,319,8.72,0.68,1010.42
2005-06-15,1,0.27,51.17,62.18,51.17,62.18,51.68,0.89,6.6,192,6.78,0.78,1004.74
2005-06-19,1,0.4,55.0766666666667,69.1166666666667,55.0766666666667,69.1166666666667,58.54,0.846666666666667,4.78333333333333,239,7.31666666666667,0.643333333333333,1014.40333333333
2005-06-21,2,0.47,54.64,63.005,54.64,63.005,50.82,0.765,9.675,227,8.6,0.755,1014.795
2005-06-22,0,0.52,57.78,70.64,57.78,70.64,56.285,0.785,12.495,222,7.5,0.54,1016.47
2005-06-23,0,0.55,56.6,67.89,56.6,67.89,54.53,0.75,12.11,238,8.39,0.46,1015.07
2005-06-29,1,0.77,53.99,66.21,53.99,66.21,51.8,0.81,7.5,93,7.135,0.73,1010.2
2005-06-30,0,0.81,53.28,63.13,53.28,63.13,55.58,0.92,3.29,79,5.77,0.69,1003.88
2005-07-02,1,0.87,46.355,68.165,44.7,68.165,51.94,0.785,7.53,165.5,8.32,0.5,1012.095
2005-07-04,0,0.94,48.6166666666667,63.5,47.86,63.5,48.2266666666667,0.75,2.49,244.666666666667,8.57,0.636666666666667,1008.65666666667
2005-07-05,1,0.97,46.655,61.505,42.7,61.505,48.505,0.795,3.995,248,8.655,0.725,1004.495
2005-07-06,1,0.01,51.56,59.32,51.56,59.32,49.45,0.81,7.28,313,8.47,0.61,1008.82
2005-07-09,0,0.09,53.71,71.21,53.71,71.21,58.22,0.85,4.06,281,8.18,0.68,1025.98
2005-07-11,3,0.15,55.605,77.5275,55.605,77.5275,58.43,0.745,2.615,262.5,8.665,0.285,1033.14
2005-07-12,1,0.2,56.73,72.425,56.73,72.425,56.21,0.775,4.955,170,9.035,513.065,560605115.2
2005-07-13,0,0.22,51.92,67.62,51.92,67.62,51.03,0.73,8.55,262,8.66,0.57,1025.16
2005-07-15,0,0.28,52.29,61.87,52.29,61.87,47.85,0.725,8.71,262.5,9.045,0.705,1013.375
2005-07-17,0,0.35,58.84,71.4,58.84,71.4,59.25,0.84,3.31,174,8.67,0.79,1014.28
2005-07-19,0,0.42,49.09,60.59,46.85,60.59,47.76,0.74,8.05,263,8.45,0.68,1004.03
2005-07-21,0,0.51,53.88,71.67,53.88,71.67,52.89,0.74,8.9,270,9.06,0.6,1020.19
2005-07-22,0,0.54,52.12,58.96,52.12,58.96,46.29,0.75,14.81,339,9.16,0.8,1017.31
2005-07-23,1,0.58,52.67,63.63,52.67,63.63,51.74,0.83,5.52,52,8.53,0.77,1010.1
2005-07-24,1,0.61,47.38,62.37,45.76,62.37,47.69,0.77,6.57,69,8.68,0.68,1007.74
2005-07-26,2,0.69,50.685,61.035,50.685,61.035,47.355,0.735,3.395,145,9.04,0.65,1011.375
2005-07-29,1,0.79,51.69,57,51.69,57,49.6,0.87,14.65,57,7.74,0.87,1014.08
2005-07-31,1,0.86,48.36,55.41,44.22,55.41,46.63,0.83,9.58,33,8.89,0.78,1016.54
2005-08-01,1,0.89,48.31,64.49,47.11,64.49,47.62,0.73,1.41,295,8.29,0.62,1018.3
2005-08-02,1,0.92,45.43,57.01,39.61,57.01,45.94,0.87,15.76,230,9.49,0.66,1015.11
2005-08-04,0,0.98,53.31,61.58,53.31,61.58,50.63,0.8,11.61,250,8.62,0.68,1018.47
2005-08-05,1,0.02,51.67,61.0533333333333,51.67,61.0533333333333,46.7033333333333,0.71,9.53,302.666666666667,9.38333333333333,0.556666666666667,1014.84
2005-08-06,0,0.04,49.43,64.5,46.96,64.5,47.85,0.72,9,288,8.49,0.53,1019.89
2005-08-08,3,0.1,46.6475,70.235,46.1625,70.235,48.825,0.725,4.6,275,8.775,0.4625,1020.775
2005-08-09,1,0.13,52.91,69.3,52.91,69.3,54.37,0.79,5.34,284,9.03,0.6,1017.76
2005-08-11,2,0.2,51.915,64.185,51.915,64.185,52.93,0.845,3.315,282.5,8.095,0.655,1014.78
2005-08-14,0,0.3,51.52,62.69,51.52,62.69,50.4,0.8,6.01,0,6.87,0.62,1018.73
2005-08-16,0,0.38,58.87,70.94,58.87,70.94,58.91,0.83,8.13,226,7.89,0.73,1021.06
2005-08-18,1,0.45,55.27,62.12,55.27,62.12,54.5966666666667,0.866666666666667,4.30333333333333,226,7.00333333333333,0.803333333333333,1013.13
2005-08-19,2,0.48,50.325,64.055,48.545,64.055,52.015,0.84,3.23,303,8.62,0.6,1016.445
2005-08-20,1,0.53,45.32,71.48,43.33,71.48,49.11,0.76,1.73,284,7.26,0.37,1023.3
2005-08-21,0,0.56,46.62,71.03,44.35,71.03,56.69,0.89,8.08,177,6.47,0.52,1019.56
2005-08-23,1,0.64,49.405,62.095,47.78,62.095,51.845,0.835,12.145,216.5,7.85,0.68,1011.445
2005-08-27,1,0.77,50.68,62.18,50.68,62.18,50.57,0.81,10.31,243,8.32,0.65,1012.07
2005-08-30,1,0.87,44.45,65.685,42.68,65.685,51.64,0.84,6.575,174,8.49,0.55,1022.375
2005-09-04,0,0.02,52.1,79.74,52.1,79.74,56.21,0.74,4.4,97,6.12,0.35,1020.41
2005-09-06,1,0.08,53.16,69.09,53.16,69.09,54.51,0.79,7.33,206,6.79,0.44,1007.97
2005-09-07,0,0.11,55.89,62.48,55.89,62.48,56.47,0.92,9.43,221,7.27,0.82,1002.74
2005-09-08,0,0.15,53.97,63.12,53.97,63.12,53.06,0.82,7.95,248,8.87,0.75,1007.81
2005-09-09,2,0.18,50.07,54.545,47.22,54.545,47.16,0.84,15.805,63.5,6.865,0.83,1016.88
2005-09-10,0,0.22,50.95,55,50.95,55,49.23,0.87,11.07,64,8.55,0.83,1017.72
2005-09-14,0,0.36,54.53,62.59,54.53,62.59,51.1,0.79,12.98,259,8.41,0.6,1016.39
2005-09-15,1,0.4,48.09,57.57,43.37,57.57,45.84,0.77,2.85,12,8.91,0.68,1016.9
2005-09-16,1,0.44,37.11,54.32,31.535,54.32,37.25,0.725,8.96,321,8.945,0.43,1023.465
2005-09-21,0,0.62,45.24,54.79,37.38,54.79,47.34,0.95,20.16,203,8.24,1013.89,1127257200
2005-09-22,0,0.66,57.39,62.01,57.39,62.01,54.55,0.83,16.07,199,8.91,0.74,1010.63
2005-09-23,0,0.69,45.4,61.65,40.52,61.65,47.55,0.77,11.34,205,7.05,0.6,1003.81
2005-09-25,1,0.75,48.635,62.095,45.505,62.095,46.665,0.755,6.585,223.5,8.59,0.525,1004.055
2005-09-26,1,0.78,51.61,59.89,51.61,59.89,51.46,0.89,12.39,189,7.36,0.77,1003.23
2005-09-30,1,0.9,50.385,64.34,50.385,64.34,51.525,0.85,14.69,226.5,7.935,0.745,1005.655
2005-10-03,1,1,52.07,57.245,52.07,57.245,48.565,0.805,8.62,236,8.52,0.83,1028.71
2005-10-04,1,0.03,50.41,54.795,50.41,54.795,45.285,0.77,5.935,205.5,9.02,0.975,1031.02
2005-10-05,0,0.06,50.035,54.445,49.505,54.445,45.63,0.785,12.42,183.5,8.335,0.76,1026.76
2005-10-06,0,0.1,43.725,56.45,42.935,56.45,47.365,0.855,5.58,180,4.55,0.84,1023.365
2005-10-08,1,0.17,41.53,58.82,37.81,58.82,44.26,0.79,10.13,238,8.2,0.54,1007.3
2005-10-09,1,0.2,41.98,54.32,36.14,54.32,43.05,0.85,17.57,189,7.86,1003.65,1128812400
2005-10-12,0,0.32,44.95,48.03,41,44.73,45.37,0.95,6.6,57,4.32,0.88,1009.15
2005-10-13,1,0.35,42.27,55.93,40.51,55.93,44.6,0.85,2.64,272,7.2,0.54,1020.11
2005-10-14,1,0.39,37.585,53.62,36.215,53.62,41.095,0.825,7.385,142.5,8.01,0.47,1027.99
2005-10-16,0,0.46,50.255,58.07,48.26,58.07,50.475,0.885,9.315,98,5.76,0.545,1026.54
2005-10-18,0,0.54,48.92,54.84,44.91,54.84,46.28,0.79,11.62,70,6.59,0.74,1016.99
2005-10-19,0,0.57,48.785,54.505,47.955,54.505,48.6,0.89,7.085,96,5.89,0.78,1005.24
2005-10-20,1,0.6,47.2433333333333,54.04,44.5433333333333,54.04,46.1533333333333,0.853333333333333,10.6166666666667,223,7.79333333333333,0.633333333333333,997.896666666667
2005-10-22,1,0.67,44.015,49.73,41.145,48.035,44.4,0.9,3.665,35.5,8.26,0.84,999.735
2005-10-24,0,0.73,44.31,52.59,38.85,52.59,47.04,0.93,10.32,97,4.99,0.84,1000.98
2005-10-27,1,0.82,57.37,67.33,57.37,67.33,54.57,0.78,10.16,156,8.65,0.47,1000.62
2005-10-28,0,0.85,51.18,61.88,51.18,61.88,51.31,0.82,14.74,189,8.45,0.61,997.13
2005-10-31,0,0.95,47.48,56,42.55,56,46.64,0.83,9.57,167,8.48,0.59,997.88
2005-11-01,1,0.98,42.86,51.32,38.53,51.32,40.2,0.77,9.73,222,8.75,0.35,1001.71
2005-11-02,1,0.01,43.26,53.75,39.34,53.75,47.51,0.94,6.16,87,6.38,0.77,995.16
2005-11-05,1,0.12,41.855,51.615,37.39,49.06,41.705,0.85,7.21,224.5,8.425,0.465,1007.97
2005-11-06,1,0.15,39.88,52.185,34.335,52.185,41.985,0.795,12.9,210,8.605,0.33,999.7
2005-11-07,1,0.19,43.31,49.46,35.22,42.91,39.68,0.77,16.7,198,7.8,0.45,1002.49
2005-11-09,0,0.27,37.13,50.89,32.94,50.89,40.07,0.83,11.34,217,8.02,0.56,1015.28
2005-11-10,0,0.3,47.37,52.38,42.07,52.38,44.96,0.85,14.95,247,8.09,0.45,1014.91
2005-11-11,0,0.34,42.82,55.6,32.41,55.6,43.05,0.81,20.26,208,7.86,0.59,998.23
2005-11-12,1,0.38,36.555,44.74,26.7,37.875,36.32,0.845,13.87,271.5,8.555,0.645,1004.36
2005-11-13,1,0.41,32.115,46.63,29.135,39.755,35.175,0.815,7.565,247.5,9.12,0.445,1026.72
2005-11-14,1,0.45,45.605,52.705,38.26,52.705,46.505,0.92,19.925,251,5.97,506.605,565963708.765
2005-11-15,1,0.48,38.28,47,29.49,40.88,35.35,0.76,12.82,292,9.19,0.49,1007.71
2005-11-16,0,0.52,32.54,43.24,27.74,39.22,28.85,0.71,5.98,295,8.85,0.31,1011.74
2005-11-18,1,0.59,22.695,37.09,13.12,35.29,24.59,0.875,3.825,200.5,8,0.12,1026.775
2005-11-19,1,0.62,21.06,39.88,10.68,34.52,28.32,0.89,6.93,268,8.08,0.42,1030.88
2005-11-20,1,0.65,36.58,45.59,30.59,40.71,38.29,0.88,9.25,252,8.07,0.65,1030.05
2005-11-22,0,0.71,24.44,40.34,20.4,35.93,28.57,0.89,4.83,296,8.72,0.24,1037.15
2005-11-26,1,0.83,38.26,42.45,32.73,35.795,34.44,0.82,7.825,348.5,8.8,0.685,1001.465
2005-11-28,1,0.89,33.2,38.25,26.28,30.24,27.72,0.74,9.55,330,9.42,0.42,1002.29
2005-11-29,2,0.92,29.135,38.73,25.25,38.73,29.245,0.87,1.16,213.5,8.135,0.425,1007.535
2005-12-02,1,0.03,37.33,45.3,33.46,39.66,40.12,0.88,10.26,75,7.15,0.83,981.3
2005-12-03,0,0.07,40.79,45.36,36.81,40.86,41.05,0.91,5.09,37,6.97,0.73,980.82
2005-12-04,1,0.1,41.2,44.81,36.86,42.2,41.37,0.94,4.6,335,7.15,0.66,985.28
2005-12-05,3,0.14,36.255,42.1275,31.235,38.355,37.515,0.93,5.0275,177.75,7.85,0.655,996.45
2005-12-07,2,0.21,27.6525,38.315,24.63,32.8325,31.7125,0.92,4.385,104.25,5.295,0.495,1010.7075
2005-12-10,1,0.33,49.83,52.49,45.62,52.49,47.08,0.84,12.9,236,8.13,0.71,1031.86
2005-12-12,1,0.4,38.68,45.18,31.67,41.08,34.06,0.76,8.65,288,8.49,0.42,1041.78
2005-12-17,1,0.56,26.72,37.71,23.61,32.68,25.29,0.73,4.26,341,8.35,0.31,1023.82
2005-12-19,0,0.62,39.52,45.11,32.68,39.59,37.26,0.82,11.08,240,9.64,0.76,1019.77
2005-12-20,1,0.65,41.63,48.31,34.23,43.01,40.69,0.84,10.17,231,8.48,0.71,1022.93
2005-12-21,0,0.68,33.43,45.43,26.59,37.27,35.82,0.86,15.17,255,8.05,0.28,1019.13
2005-12-22,1,0.71,37.91,46.49,33.64,41.06,39.14,0.88,7.77,213,6.72,0.59,1020.14
2005-12-24,1,0.77,31.065,46.6,29.815,42.38,37.385,0.905,3.395,274.5,6.67,0.39,1025.56
2005-12-25,0,0.8,26.03,36.465,24.145,36.465,28.52,0.92,2.17,253.5,6.92,0.385,1029.89
2005-12-26,1,0.84,27.97,37.06,22.84,37.06,31.47,0.96,1.49,337,5.46,0.48,1026.27
2005-12-29,1,0.94,23.96,31.45,17.02,23.1,26.25,0.92,7.42,111,4.94,0.67,1012.59
2005-12-30,1,0.97,32.06,43.05,23.62,36.86,34.43,0.92,6.97,157,5.08,0.95,991.22
2006-01-05,1,0.2,32.09,37.81,27.39,31.55,30.71,0.83,6.32,110,7.31,0.78,1023.8
2006-01-06,1,0.24,32.94,36.175,29.5,36.175,31.335,0.88,1.765,142,6.78,0.745,1025.2
2006-01-10,2,0.38,45.28,53.105,38.845,53.105,44.915,0.87,15.495,217,7.14,0.805,1003.665
2006-01-12,1,0.44,40.74,48.64,32.6,42.52,38.6,0.78,20.22,204,8.45,0.64,1015.97
2006-01-16,0,0.57,37.79,45.86,29.66,40.71,38.78,0.9,6.83,205,6.93,0.73,999.24
2006-01-18,1,0.63,41.71,51.545,38.065,51.545,45.39,0.93,8.765,237.5,7.055,0.76,1008.415
2006-01-19,1,0.66,50.32,53.28,50.32,53.28,46.93,0.83,15.6,232,8.34,0.8,1007
2006-01-21,0,0.72,40.99,46.15,33.71,41.84,38.19,0.82,7.25,242,8.9,0.55,1023.94
2006-01-23,1,0.78,40.91,43.78,33.46,38.43,36.7,0.8,10.11,210,6.72,0.67,1031.39
2006-01-24,2,0.81,40.44,45.645,33.37,41.9,39.08,0.875,5.1,242.5,6.35,0.715,1028.81
2006-01-25,2,0.85,34.545,41.785,31.58,37.71,34.21,0.82,6.855,55.5,8.155,0.655,1031.41
2006-01-26,1,0.88,35.42,41.52,32.455,37.075,34.375,0.86,3.895,51.5,8.43,0.75,1034.005
2006-01-28,0,0.96,36.55,41.26,31.96,41.26,36.11,0.9,5.3,24,9.52,0.75,1032.24
2006-01-29,1,0.99,31.03,42.375,28.585,39.005,32.16,0.81,1.97,130,8.645,0.57,1035.575
2006-02-01,0,0.11,34.18,37.35,28.43,33.31,32.85,0.9,4.96,209,4.16,0.98,1022.93
2006-02-05,0,0.25,42.24,44.82,35.16,39.31,37.85,0.81,9.97,245,6.37,0.84,1030.63
2006-02-07,1,0.32,40.835,50.855,31.98,50.855,41.22,0.8,10.81,260,8.22,0.61,1005.135
2006-02-08,2,0.36,31.8633333333333,41.74,23.33,34.6533333333333,30.93,0.776666666666667,13.7366666666667,316.333333333333,8.81333333333333,0.426666666666667,1009.05
2006-02-09,0,0.39,34.12,39.74,25.33,33.36,24.56,0.63,7.61,326,8.99,0.57,1020.72
2006-02-12,1,0.48,38.3633333333333,47.3533333333333,34.1966666666667,44.5733333333333,41.0233333333333,0.906666666666667,5.19,209.333333333333,6.40666666666667,0.683333333333333,1014.35
2006-02-14,0,0.54,41.34,47.54,32.13,41.85,42.06,0.91,12.51,189,7.5,0.8,999.01
2006-02-15,1,0.57,37.58,45.175,29.235,37.97,38.35,0.87,16.115,221.5,8.36,0.57,981.215
2006-02-16,1,0.6,37.25,45.2,31.05,38.94,34.71,0.79,8.52,200,8.7,0.48,973.54
2006-02-17,0,0.63,31.66,46.63,29.47,43.12,35.23,0.85,4.35,281,8.4,0.4,981.51
2006-02-19,1,0.69,27.57,40.75,26.17,34.34,31.91,0.91,4.49,37,5.85,0.57,1005.94
2006-02-23,1,0.83,30.25,44.19,22.19,39.82,32.655,0.835,8.23,25.5,9.025,0.81,1032.785
2006-02-24,1,0.87,36.525,43.215,28.61,36.18,33.97,0.78,13.705,63.5,8.35,0.77,1028.935
2006-02-25,0,0.9,35.48,42.55,28.28,34.97,28.89,0.69,10.89,48,8.64,0.77,1032.68
2006-02-26,1,0.94,35.91,42.1,27.33,35.43,30.83,0.74,11.5,349,9.55,0.79,1032.76
2006-02-27,0,0.98,33.72,42.19,26.34,35.52,31.72,0.8,7.07,295,9.38,0.84,1019.81
2006-03-02,1,0.09,22.22,40.89,17.58,40.89,19.67,0.68,3.25,280,8.09,0.28,1000.61
2006-03-03,1,0.13,23.875,37.86,19.87,30.605,23.035,0.75,4.195,337,8.275,0.44,998.33
2006-03-04,1,0.17,22.98,40.39,21.08,33.21,26.63,0.78,7.39,303,9.02,0.5,1001
2006-03-05,0,0.2,29.26,42.85,24.59,36.29,26.96,0.71,8.02,297,8.79,0.48,1008.77
2006-03-06,0,0.24,27.58,41.87,22.65,39.43,24.28,0.68,3.68,270,8.76,0.31,1017.9
2006-03-07,1,0.27,33.26,43.5,27.51,39.36,33.48,0.83,4.28,214,8.1,0.66,1005.6
