"date","accident_count","WTR_moonPhase","WTR_temperatureMin","WTR_temperatureMax","WTR_apparentTemperatureMin","WTR_apparentTemperatureMax","WTR_dewPoint","WTR_humidity","WTR_windSpeed","WTR_windBearing","WTR_visibility","WTR_cloudCover","WTR_pressure"
2012-01-24,1,0.05,33.65,41.055,27.645,35.87,35.84,0.94,4.415,190,6.37,0.83,1013.53
2012-01-25,0,0.08,37.46,47.715,30.275,42.73,41.835,0.89,18.88,190,7.345,0.745,1000.9
2012-01-30,1,0.23,32.08,39.06,25.56,32.55,27.9,0.75,7.16,120,8.9,0.41,1029.06
2012-02-02,0,0.32,21.78,35.71,18.27,28.62,22.94,0.79,4.23,241,8.5,0.42,1038.56
2012-02-03,0,0.35,25.97,37.7,18.45,32.64,24.335,0.785,4.68,222.5,8.275,0.41,1036.555
2012-02-04,1,0.38,29.09,39.08,27.65,29.13,32.85,0.87,10.85,211,7.49,0.48,1025.7
2012-02-07,1,0.48,25.14,37.345,24.83,35.955,28.105,0.915,1.15,199,5.98,0.435,1040.125
2012-02-08,1,0.52,31.33,35.28,23.21,30.11,28.13,0.79,6.22,142,6.52,0.57,1039.17
2012-02-10,0,0.59,36.76,39.81,31.7,35.94,37.19,0.95,4.97,137,3.76,0.92,1033.17
2012-02-11,0,0.63,35.58,39.92,32.04,38.11,36.28,0.94,2.23,205,3.64,0.94,1033.24
2012-02-14,2,0.74,39.045,49.265,33.74,43.865,36.33,0.735,9.99,264.5,8.46,0.535,1025.465
2012-02-17,0,0.85,40.86,49.59,33.52,42.64,40.1,0.83,15.57,240,8.65,0.66,1013.86
2012-02-18,1,0.89,33.19,47.01,24.43,39.17,33.44,0.77,16.49,253,8.2,0.47,1001.49
2012-02-20,0,0.96,36.56,48.61,28,42.1,40.08,0.86,20.15,232,8.45,0.77,1017.79
2012-02-22,1,0.03,48.59,54.01,42.92,54.01,48.78,0.93,19.33,225,5.83,0.78,1007.69
2012-02-25,1,0.12,37.25,48.82,28.89,41.74,36.92,0.82,14.52,266,9.54,0.5,1021.02
2012-02-27,0,0.18,47.35,52.48,41.92,52.48,48.12,0.93,13.33,241,8.34,0.79,1016.37
2012-02-28,0,0.21,49.61,54.82,46.01,54.82,50.38,0.91,13.45,245,8.42,0.86,1018.4
2012-02-29,0,0.24,45.17,49.01,39.12,42.37,44.32,0.9,13.02,210,9.26,0.74,1019.71
2012-03-01,1,0.27,44.77,55.44,39.95,55.44,44.01,0.83,6.74,217,7.97,0.53,1021.72
2012-03-05,1,0.4,31.72,47.19,29.03,43.19,32.88,0.8,5.3,290,8.87,0.26,1025.25
2012-03-08,1,0.49,38.09,46.96,29.79,40.92,40.56,0.9,12.17,233,7.63,0.68,1024.98
2012-03-09,0,0.54,45.395,53.815,39.195,53.815,44.995,0.84,19.405,237.5,8.33,0.715,1023.24
2012-03-12,1,0.65,44.82,50.43,39.41,50.43,41.96,0.81,10.79,252,8.87,0.71,1033.59
2012-03-13,1,0.69,43.235,49.285,39.75,46.705,40.605,0.82,4.895,261.5,8.705,0.765,1033.37
2012-03-15,1,0.76,39.16,49.01,33.59,46.08,39.53,0.83,7.985,216,5.51,0.44,1019.155
2012-03-16,0,0.8,42.67,50.14,38.44,50.14,43.51,0.89,9.93,219,7.19,0.76,1009.38
2012-03-21,0,0.97,40.6,57.66,37.37,57.66,42.45,0.72,11.82,228,9.38,0.48,1027.8
2012-03-22,0,0.99,30.74,55.93,30.74,55.93,36.86,0.82,1.71,64,8.08,0.21,1032.79
2012-03-23,0,0.03,37.905,53.645,35.45,53.645,42.425,0.88,4.315,82.5,4.1,0.48,1027.27
2012-03-27,0,0.15,34.79,66.94,34.79,66.94,38.55,0.7,1.56,261,8.95,0,1037.15
2012-03-30,1,0.24,42.56,59.11,36.99,59.11,41.63,0.76,9.76,266,8.23,0.24,1023.45
2012-04-03,2,0.38,34.0233333333333,43.4833333333333,21.2133333333333,38.0366666666667,31.54,0.796666666666667,14.7433333333333,41.6666666666667,6.86,0.603333333333333,1007.36333333333
2012-04-04,0,0.41,22.76,30.67,12.19,21.36,23.1,0.85,12.74,6,9.38,1023.95,1333494000
2012-04-07,0,0.53,39.96,51.18,37.75,51.18,41.73,0.88,3.01,271,7.64,0.68,1013.11
2012-04-12,1,0.71,39.03,49.57,37.02,47.28,36.81,0.81,2.83,54,8.04,0.56,1004.22
2012-04-19,0,0.94,32.98,45.35,29.1,39.15,37.49,0.91,6.28,50,6.9,0.63,992.68
2012-04-22,0,0.04,41.51,52.06,39.92,52.06,40.44,0.81,4.77,61,8,0.55,1000.08
2012-04-24,1,0.1,35.57,49.86,31.27,49.86,37.69,0.84,2.41,13,8.99,0.64,998.94
2012-04-25,1,0.13,41.02,47.94,33.67,41.16,40.23,0.85,14.99,61,7.81,0.68,993.22
2012-04-26,0,0.16,41.78,46.82,33.02,40.25,40.48,0.88,17.3,40,8.24,0.78,995.08
2012-05-01,0,0.33,42.19,52.915,38.92,52.915,41.315,0.795,8.955,55,7.5,0.435,1026.715
2012-05-07,2,0.55,32.89,47.73,31.22,42.715,36.9,0.84,5.335,96,7.665,0.575,1011.77
2012-05-08,1,0.59,38.76,52.93,35.59,52.93,39.3,0.8,6.91,254,7.8,0.5,1002.72
2012-05-09,0,0.62,38.71,56.19,32.66,56.19,37.62,0.7,1.23,212,8.05,0.51,1006.78
2012-05-10,0,0.66,39.31,44.68,31.35,37.83,38.63,0.86,13.07,63,8,0.87,1007.46
2012-05-11,0,0.7,37.77,45.69,29.83,38.68,36.14,0.82,12.75,323,7.42,0.36,1018.16
2012-05-16,0,0.86,34.64,41.83,29.24,36.35,32.2,0.79,6.02,314,9.6,1021.49,1337122800
2012-05-17,1,0.89,41.785,45.76,37.735,43.835,41.585,0.92,3.21,145.5,7.94,0.835,1016.365
2012-05-22,1,0.04,46.24,66.9,43.11,66.9,48.98,0.795,3.47,64.5,6.93,0.66,1017.63
2012-05-23,0,0.08,44.5,71.43,44.5,71.43,53.94,0.84,2.06,58,7.66,0.27,1024.44
2012-05-24,1,0.11,46.94,78.89,45.92,78.89,54.83,0.75,1.28,342,7.31,0.23,1028.09
2012-05-26,0,0.21,53.17,77.22,53.17,77.22,52.11,0.66,7.92,75,7.11,0.43,1022.28
2012-05-29,1,0.28,46.55,51.1,42.14,51.1,44.6,0.86,5.83,83,6.89,0.89,1018.01
2012-06-04,1,0.5,39.46,57.83,38.69,57.83,38.47,0.65,4.42,287,8.42,0.39,1016.86
2012-06-06,0,0.58,48.11,51.55,44.97,51.55,48.64,0.95,9.33,99,4.35,0.84,1000.16
2012-06-08,2,0.65,52.15,56,52.15,56,51.69,0.93,11.83,52.5,6.615,0.84,989.545
2012-06-10,0,0.72,50.8,56.62,50.8,56.62,50.99,0.91,1.73,204,7.2,0.7,1008.03
2012-06-12,0,0.78,43.03,53.75,41,53.75,41.14,0.75,6.43,7,8.99,0.47,1013.44
2012-06-13,0,0.81,45.14,58.96,45.14,58.96,42.43,0.71,4.62,61,8.36,0.44,1016.27
2012-06-15,1,0.87,46.3,48.99,39.39,42.37,44.97,0.91,16.48,70,7.23,0.81,1007.25
2012-06-18,1,0.96,43.75,51.47,40.66,51.47,44.16,0.91,2.44,39,6.8,0.57,1015.3
2012-06-20,1,0.03,41.72,61.44,41.72,61.44,46.84,0.79,4.74,71,8.39,0.27,1018.12
2012-06-22,1,0.09,51.775,58.275,51.775,58.275,53.265,0.95,2.365,97,5.81,0.83,997.47
2012-06-23,0,0.16,51.57,61.1,51.57,61.1,50.56,0.85,9.57,287,7.92,0.54,1008.61
2012-06-24,0,0.16,48.77,53.93,44.57,53.93,48.64,0.91,13.85,302,8.29,0.6,1006.06
2012-06-28,0,0.3,56.91,65.81,56.91,65.81,57.77,0.9,7.14,139,7.25,0.52,1000.82
2012-07-01,0,0.42,50.675,58.315,49.995,58.315,49.49,0.845,5.36,273.5,7.185,0.485,1004.585
2012-07-03,0,0.49,53.54,59.09,53.54,59.09,54.39,0.97,6.89,126,1.48,0.93,1010.6
2012-07-07,1,0.63,51.65,57.1833333333333,51.65,57.1833333333333,52.3966666666667,0.946666666666667,13.0566666666667,144.666666666667,5.87666666666667,0.853333333333333,1012.62666666667
2012-07-08,0,0.67,51,61.28,51,61.28,52.85,0.89,6.59,31,9.99,0.8,1008.13
2012-07-09,0,0.7,54.75,60.15,54.75,60.15,54.9,0.94,1.53,353,6.85,0.75,1010.18
2012-07-11,1,0.76,50.525,56.285,50.525,56.285,49.805,0.895,3.415,178,7.445,0.76,1008.49
2012-07-13,1,0.82,47.37,54.55,47.37,54.55,44.36,0.79,3.65,20,9.11,0.77,1006.08
2012-07-18,1,0.97,51.34,56.06,51.34,56.06,52.45,0.945,5.745,167,6.34,0.815,1006.85
2012-07-22,0,0.11,54.94,63.97,54.94,63.97,55.31,0.86,16.51,200,7.16,0.57,1017.45
2012-07-26,0,0.26,49.62,59.5,47.72,59.5,50.59,0.87,4.41,146,9.22,0.74,1019.26
2012-07-28,0,0.33,50.13,58.65,48.15,58.65,48.47,0.845,9.735,258.5,8.31,502.81,671715502.765
2012-08-01,2,0.48,54.1266666666667,64.3866666666667,54.1266666666667,64.3866666666667,56.0433333333333,0.876666666666667,7.83333333333333,136.666666666667,6.96666666666667,0.666666666666667,1003.65666666667
2012-08-03,0,0.55,48.06,62.82,46.67,62.82,50.77,0.81,1.8,156,8.82,0.41,1008.65
2012-08-04,0,0.58,53.95,68.34,53.95,68.34,54.92,0.85,1.51,27,7.74,0.28,1007.99
2012-08-06,0,0.65,54.79,63.78,54.79,63.78,54.975,0.895,2.495,318,6.565,0.7,1006.475
2012-08-08,1,0.71,48.27,64.54,48.27,64.54,51.46,0.82,1.31,61,8.07,0.46,1022.02
2012-08-09,0,0.74,49.345,67.19,48.145,67.19,51.575,0.835,2.23,186,8.625,0.45,1025.645
2012-08-10,0,0.77,47.1,72.01,46.62,72.01,52,0.78,1.26,101,7.62,0.35,1027.34
2012-08-11,0,0.8,53.46,68.48,53.46,68.48,53.65,0.78,8.65,77,8.02,0.53,1021.97
2012-08-12,0,0.83,56,67.65,56,67.65,54.33,0.78,8.86,83,8.42,0.46,1014.26
2012-08-16,1,0.95,57.71,67.15,57.71,67.15,55.21,0.79,10.78,165,8.2,0.55,1006
2012-08-17,1,0.98,55.625,65.345,55.625,65.345,57.19,0.91,8.925,154.5,7.015,0.48,1006.955
2012-08-18,2,0.03,57.91,69.97,57.91,69.97,59.12,0.835,6.4,225.5,7.89,0.615,1009.21
2012-08-19,1,0.06,52.135,67.555,52.135,67.555,55.165,0.87,2.335,163,8.45,0.285,1015.61
2012-08-20,0,0.1,52.82,67.77,52.82,67.77,56.55,0.86,6.13,210,7.17,0.57,1015.38
2012-08-23,1,0.21,53.32,62.81,53.32,62.81,51.47,0.8,10.33,238,8.83,0.42,1009.43
2012-08-24,0,0.25,54.09,62.76,54.09,62.76,53.46,0.86,1.92,167,8.04,0.43,1003.56
2012-08-25,1,0.28,52.75,60.39,52.75,60.39,53.34,0.9,4.39,44,7.7,0.72,1003.18
2012-08-28,0,0.39,53.28,62.07,53.28,62.07,50.05,0.78,13.39,219,7.53,0.22,1002.2
2012-08-29,1,0.43,50.55,60.965,50.55,60.965,51.67,0.855,5.87,192,7.705,0.32,1004.415
2012-08-30,2,0.46,43.125,55.8,41.425,55.8,40.795,0.725,8.76,331.5,8.61,0.485,1018.355
2012-09-01,0,0.54,57.24,65.66,57.24,65.66,55.03,0.84,15.06,237,8.03,0.64,1018.1
2012-09-02,1,0.57,52.405,62.61,52.405,62.61,51.285,0.81,12.415,254.5,8.62,0.55,1019.305
2012-09-03,0,0.6,56.3,66.44,56.3,66.44,55.27,0.84,13.12,219,8.24,0.65,1021.89
2012-09-06,0,0.69,48.67,59.67,45.8,59.67,50.32,0.84,14.56,240,8.3,0.66,1020.26
2012-09-08,0,0.75,52.67,64.77,52.67,64.77,56.27,0.85,8.91,244,8.31,0.68,1016.69
2012-09-09,0,0.78,45.42,64.27,42.75,64.27,50.73,0.82,7.59,219,8.64,0.54,1005.19
2012-09-10,1,0.81,46.59,59.52,43.575,59.52,51.195,0.91,6.92,256,8.05,0.595,1001.67
2012-09-21,0,0.2,34.45,49,33.39,44.53,38.25,0.86,3.28,327,9.8,0.35,1019
2012-09-23,0,0.27,32.69,54,32.69,54,39.01,0.83,4.35,122,7.36,0.41,1014
2012-09-27,1,0.41,44.35,52.87,44.35,52.87,44.91,0.85,6.09,240,8.36,0.6,1004.64
2012-09-30,1,0.52,49.23,59.93,46.92,59.93,48.535,0.81,14.525,224,7.79,0.41,1003.135
2012-10-03,0,0.61,39.56,49.755,35.635,47.25,41.37,0.88,8.93,262.5,8.285,0.5,995.655
2012-10-04,0,0.63,39.51,51.94,33.88,51.94,38.5,0.78,6.27,254,8.05,0.2,1000.81
2012-10-08,1,0.76,33.54,53.95,30.45,53.95,39.04,0.84,1.34,332,7.02,0.47,1017.92
2012-10-11,1,0.85,45.43,54.45,44.89,54.45,47.06,0.92,4.08,73,3.94,0.75,1003.44
2012-10-12,0,0.89,46.33,49.42,42.26,44.98,46.37,0.92,10.51,95,5.38,0.86,998.2
2012-10-14,1,0.96,41,49.89,41,47.33,43.04,0.91,1.6,51,7.73,0.72,1003.46
2012-10-15,1,0.99,32.765,47.2,31.585,45.275,36.855,0.855,4.19,306,8.455,0.39,998.74
2012-10-20,0,0.18,46.73,53.84,44.93,53.84,46.75,0.92,3.26,209,6.47,0.51,1011.55
2012-10-23,1,0.29,47.9,53.83,44.98,53.83,48.39,0.92,4.68,43,6.7,0.82,1028.71
2012-10-25,0,0.36,34.06,46.06,27.42,39.17,37.3,0.85,10.6,338,7.48,0.48,1023.18
2012-10-31,2,0.55,36.305,47.1925,34.9425,39.565,40.105,0.9,10.195,212,7.5175,0.7125,977.0725
2012-11-01,1,0.58,33.84,44.13,32.5,38.89,36.26,0.89,5.33,199,6.31,0.61,973.17
2012-11-02,0,0.61,35.24,45.06,30.81,39.59,36.83,0.84,11.56,231,8.7,0.45,978.88
2012-11-05,1,0.7,30.19,47.7,30.19,45.2,34.71,0.88,2.05,320,6.89,0.32,1009.46
2012-11-07,1,0.77,41.51,52.69,34.94,52.69,40.79,0.79,9.29,240,8.57,0.26,1009.25
2012-11-08,0,0.8,44.89,48.95,38.68,43.56,42.61,0.87,12.1,255,8.45,0.66,1010.88
2012-11-13,0,0.98,48.07,56.46,45.23,56.46,49.85,0.87,12.56,212,7.84,0.67,1014.47
2012-11-19,0,0.21,40.75,53.1,34.13,53.1,44.03,0.83,18.26,199,8.39,0.56,995.8
2012-11-20,1,0.24,46.96,56.52,39.65,56.52,45.12,0.79,10.57,201,8.63,0.52,996.87
2012-11-21,0,0.28,41.47,48.56,38.41,47.45,40.31,0.85,5.97,169,8.01,0.47,1004.29
2012-11-22,0,0.31,42.21,51.58,35.75,51.58,43.11,0.87,15.35,180,7.56,0.49,994.78
2012-11-27,0,0.47,31.46,45.26,30.02,42.15,32.54,0.8,4.7,344,8.61,0.31,1015.41
2012-12-01,1,0.59,28.61,39.87,25.51,34.78,30.64,0.87,4.6,317,8.14,0.28,1014.92
2012-12-07,1,0.78,32.18,41.86,27.9,35.71,32.32,0.84,6.84,309,8.23,0.38,1006.68
2012-12-13,1,0.01,26.505,31.865,20.025,26.98,24.595,0.825,4.12,133,8.285,0.695,1005.535
2012-12-15,1,0.08,34.24,40.67,23.61,32.18,34.86,0.9,9.19,254,7.66,0.66,976.66
2012-12-17,1,0.15,39.93,42.7,34.16,42.7,39.34,0.93,3.63,61,6.8,0.66,996.93
2012-12-20,1,0.26,39.645,42.33,31.56,35.42,37.68,0.88,14.595,94.5,6.92,0.795,1004.23
2012-12-24,0,0.38,39.06,45.34,34.09,42.28,39.53,0.88,7.64,219,8.37,0.57,992.31
2012-12-27,2,0.47,34.43,38.35,28.155,32.95,33.405,0.88,8.38,72.5,7.135,0.7,1003.905
